,iEcHS_1320,iECSE_1348,iECBD_1354,iEKO11_1354,iEcSMS35_1347,iZ_1308,iECs_1301,iECSP_1301,iUTI89_1310,iECH74115_1262,iECDH10B_1368,iWFL_1372,iECO103_1326,iECP_1309,iECD_1391,iECO111_1330,iG2583_1286,iECED1_1282,iBWG_1329,iECW_1372,iJO1366,iLF82_1304,iEC042_1314,iECS88_1305,iECUMN_1333,iEcE24377_1341,iECB_1328,iETEC_1333,iECOK1_1307,ic_1306,iAPECO1_1312,iECDH1ME8569_1439,iECNA114_1301,iB21_1397,iE2348C_1286,iUMN146_1321,iY75_1357,iEcolC_1368,iUMNK88_1353,iECABU_c1320,iNRG857_1313,iEcDH1_1363,iECIAI39_1322,iECO26_1355,iECSF_1327,iEC55989_1330
glcur1p_e,0.791628674342804,0.7916286743427977,0.7913072971252909,0.7916286743428017,0.7916286743427858,0.791628674342802,0.7916286743428012,0.7916286743427999,0.7916286743428002,0.7916286743427985,,0.7916286743428054,0.7916286743427992,0.7916286722320364,0.7913072971252229,0.7916286743427955,0.7916286743427979,0.7916169009453322,0.7916286743427945,0.7916286743427973,0.7915449578810407,0.7916286743427962,0.7916286743427988,0.7916286743427988,0.7918007342022313,0.7916286743427948,0.7916286743428023,0.7916286743427974,0.7916286743426458,0.8391362691958345,0.7916286743427995,0.7916286743427963,0.7916286743428076,0.7913072971252921,0.7916286743427995,0.7916286743427958,0.7916286743427989,0.7916286743427983,0.7916286743428077,0.7916286739361377,0.7916286743427955,0.7916286743427928,0.7919234444739381,0.7916286743428055,0.7916286743427982,0.7916286743427977
glyclt_e,0.18500365856901338,0.18500365856901418,0.18500365856903905,0.18500365856877354,0.18500365856901474,0.18500365856901493,0.18500365856901463,0.18500365856901557,0.18500365856901493,0.185003658569015,0.19542024597341504,0.18500365856901646,0.18500365856901652,0.18500365716875591,0.18500365856901546,0.1850036585690153,0.18500365856901524,,0.18500365856901618,0.18500365856901507,0.18498346435071253,0.18500365856900433,0.185003658569015,0.18500365856903964,0.18504278250847336,0.18500365856893342,0.18500365856904333,0.18500365856901635,0.18500365856901557,0.22690559091745444,0.18500365856876053,0.18500365856901624,0.18500365856901752,0.18500365856901546,0.18500365856901632,0.18500365856901524,0.18500365856901477,0.1850036585692157,0.1850036585690113,0.18500365856901532,0.18500365856901563,0.18500365856901413,0.14741575127964984,0.1850036585690148,0.18500365856901596,0.18500365856901585
idon__L_e,0.8891460980707542,,0.8814886542204333,0.889146098070755,0.8891460980707568,,,,0.8891460980707533,,0.938920462148802,0.8891460980707585,,0.8891460947803309,0.8814886542204263,,,,0.8891460980707538,0.8891460980707542,0.8890496110325329,0.8891460980707524,,,0.8893393833227519,,0.8891460980707522,,0.8891460980707572,0.9376732389008475,0.8891460980707592,0.8891460980707576,,0.8814886542204722,,0.8891460980707553,0.8891460980707561,,,0.8891460993254436,0.8891460980716904,0.8891460980707526,0.8894741847110683,,0.8891460980707532,0.889146098070825
lyx__L_e,0.806184017541646,0.8061840175416398,0.8008093479075621,0.8061840175416465,0.8061840175234526,0.806184017541651,0.8061840175416409,0.8061840175416449,0.8061840175416455,,0.8513141675699367,0.8061840175416443,0.8061840175416081,0.8061840175416395,0.8008093479078287,0.8061840175416232,,0.8061717129840911,0.8061840175411974,0.8061840175416424,0.8060965243972511,0.8061840175422686,,0.8061840175416409,0.8063592682479486,0.8061840175416445,0.806184017541642,0.806184017541647,0.8061840175416441,0.8538963133792186,0.8061840175416459,0.8061840175416491,0.8061840175416417,0.8008093479078272,0.8061840175416437,0.8061840175416515,0.8061840175416438,0.8061840175416437,0.8061840175416467,0.8061840165853553,0.8061840175416427,0.8061840175416448,0.8064814919458624,0.8061840175416446,0.8061840175416388,0.8061840175416328
malt_e,1.978023405015351,1.9780234050153305,1.9639360139144804,1.9780234050153438,1.9780234050153407,1.9780234050153518,1.9780234050153345,1.9780234050153431,1.9780234050153453,1.978023405015349,2.088753078496145,1.9780234050153427,,1.9780234060817747,1.9639360139141682,,1.9780234050153458,1.9779932150062545,1.9780234050151047,1.9780234050153587,1.9778087350595714,1.9780234050153462,1.9780234050153542,1.9780234050153247,1.9784533936919522,1.9780234050153376,1.9780234050153538,1.9780234050153434,1.9780234050153438,2.0372453863722475,1.9780234050153465,1.9780234050153553,1.9780234050153311,1.9639360139145157,1.9780234050153345,1.9780234050153451,1.978023405015351,1.978023405013306,1.978023405015361,1.9780234050152674,1.9780234050153482,1.9780234050153316,1.9787532772534435,1.9780234050150725,1.9780234050153302,1.9780234050143906
malthx_e,6.043165350942534,6.043165350941727,5.997901329544499,6.043165350941804,6.0431653509370795,6.043165350939766,6.043165350949718,6.043165350941817,6.043165350941809,6.0431653509422585,2.2196030905753434,6.043165350941789,,6.043165351906448,5.997901329544529,,6.043165350941816,6.043073115826355,6.043165350941803,6.043165350941902,6.042509501250998,6.043165350941831,6.0431653509526155,6.043165350944341,6.044479032400379,6.043165350941797,6.043165350927011,6.043165350941753,6.043165350939657,6.14231473693214,6.043165350942143,6.043165350939724,6.043165350945148,5.997901329544594,6.043165350941785,6.043165350941822,6.04316535094183,6.043165350941821,6.043165350941921,6.043165351073265,6.04316535094248,6.043165350941833,6.045395222746425,6.043165350941818,6.043165350941791,6.043165350941766
maltpt_e,5.006139344327842,5.006139344327775,4.969240174058847,5.006139344326036,5.006139344327929,5.00613934432699,5.006139344327921,5.006139344327783,5.006139344328569,5.006139344338756,2.2196030905753434,5.006139344328963,,5.0061393453006175,4.969240174058865,,5.006139344330094,5.00606293704601,5.006139344327928,5.006139344327933,5.005596040487863,5.006139344328311,5.006139344321141,5.006139344326343,5.007227593954346,5.006139344327932,5.006139344328088,5.0061393443279565,5.006139344327935,5.095103167911759,5.006139344328133,5.006139344327068,5.006139344327937,4.969240174058894,5.006139344327946,5.00613934432796,5.006139344328958,5.006139344327285,5.006139344329129,5.00613934432789,5.006139344328466,5.006139344326094,5.007986563214082,5.006139344342754,5.006139344297055,5.006139344328872
malttr_e,2.9735683713646925,2.973568371364728,2.9522575162418976,2.9735683713646925,2.973568371364342,2.9735683713646828,2.9735683713651313,2.9735683713646965,2.9735683713626235,2.9735683713647667,2.219603090575335,2.973568371364696,,2.973568371364662,2.952257516244307,,2.973568371364681,2.9735229866363904,2.973568371364687,2.9735683713644567,2.9732456573921047,2.9735683713601726,2.9735683713624907,2.9735683713624574,2.9742147746070646,2.973568371364324,2.9735683713640326,2.973568371364667,2.973568371364787,3.0425684926318124,2.9735683713636565,2.973568371364074,2.973568371345772,2.952257516244415,2.9735683713611314,2.9735683713646655,2.9735683713663144,2.9735683707334295,2.9735683713646717,2.9735683713636827,2.9735683713646903,2.9735683713646925,2.9746655904368033,2.9735683713649026,2.9735683713646948,2.973568371364692
maltttr_e,3.969113337713299,3.9691133380049175,3.9405790185701033,3.969113337688229,3.9691133377083947,3.9691133377140138,3.9691133377058487,3.969113337714029,3.9691133377140333,3.969113337717863,2.2196030905753283,3.969113337715011,,3.9691133377140186,3.940579018572598,,3.969113337714002,3.9690527582659407,3.9691133377094934,3.969113337714805,3.9686825797247334,3.9691133377108176,3.969113337710639,3.96911333771253,3.969976155513232,3.969113337714424,3.9691133377126095,3.96911333771957,3.969113337694185,4.0478915988913755,3.9691133377140106,3.969113337714017,3.969113337661551,3.940579018572262,3.9691133377098002,3.9691133377125074,3.9691133377156422,3.969113337712621,3.9691133377147554,3.969113337713121,3.969113337713986,3.969113337714038,3.970577903619257,3.969113337714013,3.9691133377089427,3.969113337733628
manglyc_e,1.37654832117919,1.3765483211792835,1.3689261298590587,1.3765483211794542,,,,,,,1.4536074427995065,1.3765483211792968,,,1.3689261298590305,1.376548321179286,,,1.3765483211792808,1.376548321179281,1.3763989278169624,,,,,1.376548321179284,1.376548321179291,1.3765483211791198,,0.0256850990912445,,1.3765483211792882,1.3765483211792777,1.3689261298590607,,,1.376548321179285,1.3765483211792857,1.3765483211792904,,,1.3765483211792948,,1.3765483211792797,1.376548321179286,1.3765483211792926
melib_e,1.9676531449492152,1.967653144949213,,1.967653144949206,1.9676531449495422,1.9676531449492258,1.9676531449491999,1.9676531449483985,,1.9676531449492136,2.0778022916737813,1.967653144949194,1.9676531449492127,,,1.967653144949207,1.9676531449492074,,1.967653144949209,1.9676531449491965,1.9674396025948218,,,,1.9680808793075013,1.9676531449492014,1.9676531449492063,1.9676531449492565,,0.0256850990912445,,1.9676531449492112,,,,,1.9676531449498313,1.9676531449492054,1.9676531449492112,,,1.967653144949198,1.968379190658706,1.967653144949197,,1.9676531449492058
orot_e,,,,,,,,,,,,,,,,,,0.18660378748287504,,,,,,,,,,,,0.026121708583309713,,,,,,,,,,,,,,,,
pacald_e,1.241611415530136,1.2416114155301345,,1.2416114155301383,,,,,,,1.3118024130340755,1.241611415530135,1.2416114155301385,,,1.2416114155301485,,,1.2416114155301345,1.241611415530191,1.2414783122949642,,,,,1.2416114155301365,,1.2416114155301325,,0.0256850990912445,,1.2416114155301337,,,,,1.2416114155301488,1.2416114155300504,1.2416114155301432,,,1.2416114155301357,,1.2416114155301567,,1.2416114155301268
peamn_e,1.2416114155285207,1.2416114155301416,,1.2416114155299918,,,,,,,1.3118024130340618,1.2416114155301372,1.2416114155301359,,,1.2416114155301416,,,1.2416114155301436,1.2416114155301443,1.2414783106686722,,,,,1.2416114155301428,,1.2416114155301485,,0.0256850990912445,,1.2416114155301412,,,,,1.241611415530136,1.2416114155301439,1.241611415530138,,,1.2416114155301343,,1.2416114155301379,,1.2416114155301299
ppa_e,0.42851146152875946,0.42851146152876074,0.4285114615287556,0.42851146152877445,0.4285114615287576,0.4285114615287609,0.4285114615287592,0.428511461528812,0.42851146152876096,0.4285114615287595,,0.42851146152876085,0.4285114615287595,0.4285114626732715,0.4285114615287581,0.4285114615287607,0.4285114615287592,0.4285047212689847,,0.4285114615287519,0.4284675302181754,0.42851146152875824,0.4285114615287627,0.42851146152875824,0.4286080708658678,0.4285114615287588,0.42851146152876013,0.4285114615287587,0.42851146152876046,0.4716834025239875,0.4285114615287575,0.42851146152875785,0.42851146152875597,0.42851146152876013,0.428511461528758,0.42851146152875985,0.4285114615288514,0.428511461528757,0.4285114615287542,0.4285114615287593,0.42851146152877134,0.4285114615286126,0.42867713259867296,0.42851146152851016,0.4285114615287591,0.42851146152876035
ppal_e,0.5075731295102857,0.5075731295102828,0.507573129510282,0.5075731295102842,0.5075731295102904,0.507573129510282,0.5075731295102829,0.5075731295102784,0.5075731295102907,0.5075731295102809,,0.5075731295102871,0.5075731295102904,0.5075731178294405,0.507573129510281,0.5075731295102853,0.5075731295102848,0.5362676827220925,,0.507573129510285,0.5075178160041105,0.536276118063197,0.5075731295101351,0.5362761180632046,0.5363970233013101,0.5362761180631986,0.507573129510287,0.5075731295102894,0.5075731295102878,0.5805943476912472,0.5362761180631881,0.5075731295102803,0.5075731295102871,0.5075731295102843,0.5362761180631984,0.5075731295102738,0.5075731295102803,0.5075731295102824,0.5075731295102808,0.5075731269243988,0.5362761180631987,0.5075731295102782,0.5077704872746835,0.5075731295102883,0.5075731295102837,0.5075731295104515
pppn_e,1.2585938780296484,1.258593878029646,1.2585938780295798,1.2585938780296473,1.2585938780296524,1.2585938780296593,1.2585938780296393,1.2585938780296537,,,,1.2585938780296462,1.258593878029651,,1.2585938780296388,1.2585938780296566,1.25859387802965,,,1.2585938780296468,1.2584620372973865,,1.2585938780296606,,1.258866568012116,1.258593878029657,1.2585938780296422,1.258593878029971,,0.02568509909105341,,1.258593878029648,,1.2585938780296604,,,1.2585938780300325,1.2585938780296522,1.2585938780296568,,,1.2585938780296488,1.2590753470610807,1.2585938780296775,,1.2585938780296482
psclys_e,1.0046400950468781,1.0046400950468817,0.9990068131695272,1.004640095046881,,1.0046400950468752,1.0046400950471168,1.004640095046882,,1.0046400950468861,1.0635356812299013,1.0046400950468812,1.0046400950468848,,0.999006813169522,1.0046400950468815,1.004640095048616,,1.0046400949423615,1.0046400950468815,1.0045262007409368,,1.004640095046891,,,1.0046400950468788,1.0046400950468841,1.0046400950468795,,0.02568509909105341,,1.004640095048727,,0.9990068131695292,,,1.0046400950468826,1.0046400950468837,1.0046400950468823,,,1.0046400950472971,,1.0046400950468741,,1.0046400950468755
r5p_e,0.7750732373443218,0.7750732373432225,0.7705546080406003,,0.7750732373432268,0.7750732373432233,0.7750732373424957,0.775073237343227,0.7750732373432272,0.7750732373432285,0.8184618071028714,0.7750732373434287,0.7750732373432264,0.7750732402200811,0.7705546080406036,0.7750732373432284,0.7750732373432272,0.7750614076206747,0.7750732373432255,0.7750732373432291,0.7749891206833681,0.7750732373432268,0.7750732373432235,0.7750732373432258,0.775241725094565,0.7750732373432263,0.7750732373432193,0.7750732373432252,0.7750732373432269,0.8224799663086059,0.7750732373431335,0.7750732373432258,0.7750732373431819,0.7705546080406014,0.7750732373432291,0.7750732373432274,0.7750732373413761,0.7750732373417416,0.7750732373432294,0.7750732311251342,0.7750732373432245,0.775073237343225,0.7753592321589119,0.7750732373432244,0.7750732373432272,0.7750732373432282
rib__D_e,0.7750732373432206,0.775073237343224,0.7705546080405993,,0.7750732373432255,0.7750732373432293,0.775073237343227,0.7750732373432273,0.77507323734322,0.7750732373422374,0.8184618071029243,0.7750732373432277,0.7750732373432302,0.7750732373432231,0.7705546080406013,0.7750732373432266,0.7750732373432264,0.7750614076206714,0.7750732373432683,0.7750732373432223,0.7749891205743553,0.7750732373432236,0.7750732373432259,0.7750732373432283,0.7752417250945643,0.7750732373432251,0.7750732373432246,0.7750732373432221,0.775073237343226,0.8224799663086079,0.7750732373432251,0.7750732373432289,0.7750732373432234,0.7705546080406039,0.7750732373427645,0.7750732373432258,0.7750732373432232,0.7750732373432232,0.7750732373432261,0.7750732356726076,0.7750732373438156,0.7750732373432301,0.77535923215891,0.7750732373432246,0.7750732373432249,0.7750732373432271
rmn_e,0.9634143197835372,0.9634143197835345,0.9621508842618198,0.963414319783558,0.9634143197835413,0.9634143197832402,0.9634143197835345,0.9634143197835372,0.9634143197835424,,1.0178522183123149,0.9634143197835349,0.9634143197835439,0.9634143225412116,0.962150884261821,0.9634143197835281,,0.9633999915257604,0.9634143197835395,0.9634143197835369,0.9633124366144907,0.9634143197835444,0.9634143197835472,0.963414319783538,0.9636237171156655,0.9634143197835413,0.9634143197835416,0.9634143197835401,0.9634143197835375,1.0126380519291072,0.9634143197835375,0.9634143197835411,0.9634143197835409,0.9621508842618185,0.9634143197835366,0.9634143197835405,0.9634143197835229,0.963414319783539,0.9634143197835373,0.9634143217470245,0.9634143197835411,0.9634143197835403,0.39970197848480427,0.9634143197835395,0.96341431978354,0.9634143197835516
sbt__D_e,1.0549343961264424,1.0549343961264377,1.046208904608658,1.0549343961264404,1.0549343961261466,1.0549343961264337,1.05493439612553,1.0549343961265116,1.054934396126448,,1.1136114805529278,1.054934396126501,1.0549343961264654,1.054934396126442,1.046208904608658,1.0549343961264592,1.0549343961264437,1.05491767002572,1.0549343961264421,1.0549343961263935,1.0548218597250523,1.0549343961264597,1.0549343961264475,1.054934396126447,1.0551677780905355,1.0549343961264444,1.0549343961264408,1.054934396126838,1.0549343961264392,1.104872301179913,1.0549343961264412,1.054934396135516,1.0549343961264437,1.0462089046086538,,1.0549343961264475,1.0549343961264348,1.0549343961264481,1.0549343961262658,1.0549343961264421,1.0549343961265405,1.054934396126434,1.0553278822195562,1.054934396126441,1.054934396126438,1.0549343961264404
sucr_e,,1.9780234050153531,,1.9780234050153438,1.9780234050153682,1.9780234050153531,1.97802340501535,1.9780234050153136,,1.9780234050147056,,1.9780234050159509,1.978023405015345,1.9780233981022637,,1.9780234050153398,1.9780234050153598,,,1.9780234050153476,1.9778087350595777,,,,1.9784533936919628,1.9780234050153507,,,,0.025685099091052377,,,1.9780234050153394,,1.9780234050153411,,,,,,,,1.9787532755801085,1.9780234050153462,1.978023405015338,1.978023405015352
tartr__D_e,0.3633207296090785,0.36332072960906947,0.3633207296090805,0.3633207296090803,0.36332072960908085,0.3633207296090789,0.36332072960908085,0.36332072960907913,0.36332072960908235,0.3633207296090801,0.3834940306968972,0.36332072960908124,0.3633207296090792,0.36332072921836317,0.36332072960908085,0.3633207296090809,0.3633207296090808,0.36331588758065025,0.36332072960908246,0.36332072960908046,0.3632797874693594,0.36332072960908124,0.36332072960908063,0.36332072960908207,0.3633964998180124,,0.3633207296090791,0.3633207296090793,0.3633207296090829,0.4072766001978729,0.36332072960908185,0.3633207296090804,0.3633207296090807,0.36332072960908096,0.36332072960908274,0.3633207296090813,0.36332072960908135,0.3633207296090823,0.36332072960907813,0.36332072795630654,0.3633207296090811,0.36332072960908124,0.3634572755821743,0.3633207296090799,0.3633207296090807,0.36332072960908035
trp__L_e,0.3736635518735347,0.37366355187353634,0.3736635518735374,0.3736635518735383,0.3736635518735367,0.37366355187353756,0.37366355187350603,0.3736635518735362,0.37366355187353417,0.37366355187353684,0.39451947738033993,0.37366355187353545,0.3736635518735321,0.37366354263213003,0.37366355187353806,0.37366355187353667,0.37366355187353745,0.3736576118244318,0.37366355187353584,0.3736635518735968,0.37362483453762263,0.37366355187352723,0.37366355187353667,0.37366355187353667,0.37374869186781956,0.3736635518735345,0.3736635518735387,0.373663551873536,0.37366355187353734,,0.37366355187361444,0.3736635518735383,0.3736635518735362,0.373663551873538,0.37366355187353484,0.37366355187353706,0.37366355187353706,0.37366355187353756,0.3736635518735349,0.3736635562745505,0.3736635518735356,0.3736635518735343,0.37380955745902605,0.3736635518735361,0.37366355187353556,0.37366355187353434
uacgam_e,2.1716774252925157,2.1716774252925117,2.160230777397129,2.1716774252925224,2.171677425287774,2.1716774252925135,2.171677425292506,2.1716774252925233,2.171677425292506,2.171677425292517,2.2196030905753426,2.171677425292511,2.17167742529327,2.1716774244850945,2.1602307773971487,2.1716774252925113,2.171677425292505,2.4048182609576334,2.171677425292506,2.1716774252925086,2.1714375302631397,2.1716774252925273,2.171677425292512,1.9644172431837659,2.1721579431415514,2.1716774252912563,2.171677425292511,2.171677425292503,2.171677425292503,2.233903886145631,2.171677425292525,2.1716774252889794,2.171677425292497,2.1602307773974374,2.1716774252925095,2.1716774252925255,2.1716774252924975,2.171677425292514,2.1716774252925224,2.171677419937623,2.1716774252854214,2.17167742529251,,2.171677425292518,2.171677425292502,2.1716774252925135
udpacgal_e,1.885928005952938,1.885928005952915,1.8720302789286027,1.8859280059529044,1.8859280059529586,1.8859280059529107,1.8859280059529193,1.8859280059529056,1.885928005952902,0.8730093052061322,0.9227818284945714,1.8859280059529162,1.885928005952913,1.8859280059533747,1.8720302789283398,1.885928005952924,0.8730093052061302,2.1213547621076905,0.8730093052062545,1.8859280059529187,0.8729129036208926,1.8859280059528811,1.8859280059529087,1.6766411865598514,1.8863451307982622,1.8859280059529215,1.8859280059529115,1.8859280059529206,1.8859280059529089,1.9452733335275234,1.885928005952911,0.8730093052061276,1.8859280059529115,1.8720302789283298,1.8859280059529084,1.8859280059529104,0.8730093052061279,1.8859280059529022,1.885928005952201,1.8859280059529018,1.8859280059529058,0.8730093052061297,,1.885928005952911,1.8859280059529124,1.8859280059529229
udpg_e,1.8859280059529167,1.8859280059529135,1.8720302789277747,1.8859280059596466,1.8859280059529175,1.8859280059529164,1.885928005952918,1.8859280059529229,1.8859280059529193,1.885928005952909,1.9934496498082948,1.8859280059529064,1.8859280059529102,1.8859280135075094,1.8720302789283416,1.8859280059529173,1.8859280059529215,1.1168659727109083,1.8859280059529138,1.8859280059529204,1.8857197593927448,1.8859280059529107,1.8859280059540513,1.6766411865604236,1.8863451307982875,1.8859280059514765,1.885928005952923,1.8859280059529144,1.8859280059529129,1.9452733335275247,1.8859280059529107,1.8859280059529149,1.8859280059529098,1.8720302789283383,1.8859280059529246,1.885928005952872,1.885928005952673,1.8859280059529153,1.8859280059529233,1.885928005952911,1.8859280059533843,1.8859280059529477,,1.8859280059529144,1.8859280059529204,1.8859280059529309
udpgal_e,1.8753767694868033,1.8753767694868009,0.8662612975224477,1.8753767694867975,1.8753767694868202,1.8753767694867962,1.875376769486797,1.8753767694867933,1.8753767694874035,1.8753767694859185,1.9822968600027198,1.8753767694868013,1.8753767694867967,1.8753767694867962,0.8662612975224451,1.8753767694883199,1.875376769486932,1.1168659727109,1.8753767694867902,1.8753767694868053,1.8751696880075364,1.875376769486795,1.8753767694868202,1.6660120424843567,1.875791560636052,1.8753767694876506,1.8753767694867984,1.875376769486801,1.8753767694867074,1.9346166372772353,1.8753767694867993,1.8753767694868064,1.8753767694868007,0.8662612975224462,1.8753767694856291,1.875376769486804,1.8753767694868066,1.8753767694867989,1.8753767694868144,1.875376769486851,1.875376769486811,1.875376769486809,,1.8753767694867942,1.8753767694868537,1.8753767694867844
udpglcur_e,1.6960057495628953,1.6960057495628962,1.687297200710933,1.6960057495628846,1.6960057495628909,1.6960057495628889,1.696005749562893,1.696005749562776,1.6960057495628884,1.6960057495628869,0.9227818284945787,1.6960057495628937,1.6960057495628835,1.6960057495629421,1.6872972007109113,1.6960057495617291,1.6960057495628906,1.9330131140960607,1.6960057495650327,1.6960057495628997,1.6958184744589366,1.6960057495628942,1.6960057495628869,1.4853165931910368,1.6963808678780192,1.6960057495628416,1.6960057495658918,1.6960057495628935,1.696005749563619,1.753452801022348,1.6960057495628882,1.696005749562893,1.696005749562883,1.687297200710934,1.6960057495628897,1.696005749562891,1.6960057495628933,1.6960057495628802,1.6960057495629004,1.696005749562882,1.6960057495628913,1.6960057495629106,,1.6960057495628948,1.6960057495629153,1.6960057495628837
ura_e,,,,,,,,,,,,,,,,,,0.22836120992783573,,,,,,,,,,,,0.026121708583111056,,,,,,,,,,,,,,,,
xan_e,0.32906366092311656,0.3290636609231152,0.32906366092311606,0.3290636609231155,0.3290636609231158,0.3290636609231159,0.3290636609231153,0.32906366092311545,0.32906366092311545,0.09793009388279507,0.34894829819676926,0.32906366092311523,0.3290636609231154,0.32906366384696645,0.3290636609231163,0.32906366092311523,0.32864026049100425,0.3290590734582727,0.3290636609231148,0.3290636609231154,0.32903104056458693,0.32906366092311484,0.32906366092311534,0.3290636609231151,0.32913823217979793,0.3290636609231152,0.32906366092311606,0.32906366092311584,0.3290636609231154,0.37453244907042726,0.3290636609231064,0.3290636609231162,0.32906366092311606,0.32906366092313266,0.18275826637628612,0.329063660923116,0.32906366092311523,0.3290636609231158,0.3290636609231161,0.3290636641395393,0.32906366092311384,0.3290636609231148,0.18282644759892713,0.32906366092311606,0.3290636609231151,0.3290636609231147
xyl__D_e,0.8061840175418082,0.8061840175416465,0.8008093479078325,0.8061840175416397,0.8061840175416426,0.806184017541472,0.8061840048866914,0.806184017541646,0.7750732373432282,0.806184017542005,0.8513141675699394,0.8061840175416451,0.806184017541641,0.7750732356726076,0.8008093479078261,0.8061840175416438,0.806184017541642,,0.8061840175416434,0.8061840175416457,0.8060965242241925,0.7750732373432254,0.7750732373432277,0.7750732373432277,0.775241725094565,0.8061840175416457,0.8061840175416435,,0.7750732373427387,0.8224799663086098,0.7750732373432238,0.8061840175416467,0.8061840175416418,0.8008093479078237,0.7750732373432209,0.7750732373432249,0.8061840175416431,0.8061840175416451,0.8061840175416433,0.775073236169345,0.7750732373432275,0.8061840175416455,0.775359226638658,0.8061840175416416,0.8061840175416436,0.8061840175416436
xylu__L_e,0.8061840175416427,0.8061840175406013,0.8008093479077771,0.8061840175418549,0.8061840175416428,0.8061840175416398,0.8061840175416951,0.8061840175416409,0.8061840175416487,0.8061840175416475,0.8513141675699346,0.8061840175417092,0.8061840175416438,0.8061840175416701,0.8008093479078278,0.8061840175416436,0.8061840175416424,0.806171712984092,0.8061840175416403,0.8061840175416387,0.8060965243972533,0.8061840175416358,,0.8061840175416399,0.8063592682479394,0.8061840175416469,0.8061840175416433,0.8061840175416436,0.8061840175416463,0.8538963133792217,0.8061840175416465,0.8061840175416513,0.8061840175426247,0.8008093479075743,0.8061840175416463,0.8061840175416419,0.8061840175420691,0.8061840175416429,0.8061840175416417,0.8061840175421847,0.806184017541644,0.8061840175417032,0.8064814919458613,0.8061840175416509,0.8061840175416448,0.806184017541637
4hthr_e,0.5806401594826451,0.5806401594826474,0.580640159482647,0.5806401594826469,0.5806401594826507,0.5806401594826525,0.580640159482657,0.5806401594826552,0.5806401594826468,0.5806401594826511,0.6125830482013528,0.580640159482649,0.5806401594826491,0.5806401603685942,0.5806401594826456,0.5806401594826494,0.5806401594826517,0.5806310392902877,0.5806401594826517,0.5806401594826479,,0.5806401594826505,0.5806401594826515,0.5806401594826474,0.5807658202555751,0.580640159482648,0.5806401594826486,0.5806401594825383,0.5806401594826339,0.6262438664165233,0.5806401594826478,0.580640159482645,0.5806401594826529,0.5806401594826504,0.580640159482653,0.5806401594826471,0.580640159482649,0.5806401594826489,0.580640159482651,0.5806401564780812,0.580640159482649,0.5806401594826511,0.5808540594531514,0.5806401594826512,0.5806401594826508,0.5806401594826476
oaa_e,0.3740889788565352,0.3740889788565343,0.37408897885653547,0.3740889788565361,0.3740889788565328,0.3740889788565365,0.37408897885652165,0.3740889788565345,0.37408897885653575,0.37408897885653436,0.39486018454090893,0.374088978856534,0.3740889788565356,0.37408897925746953,0.374088978856535,0.3740889788565344,0.37408897885653475,0.37408399331806863,0.3740889788565334,0.3740889788565329,,0.37408897885653375,0.37408897885653486,0.3740889788565324,0.3741669947740883,0.3740889788565349,0.3740889788565348,0.3740889788565388,0.37408897885653375,0.4181547145197109,0.37408897885653597,0.3740889788565315,0.3740889788565333,0.37408897885653486,0.3740889788565348,0.37408897885653525,0.3740889788565342,0.37408897885653364,0.3740889788565355,0.3740889769689912,0.3740889788565367,0.37408897885656445,0.37422957183534666,0.37408897885653336,0.3740889788565351,0.37408897885653486
drib_e,,,,,,,,,,,,,,0.852267916018055,,,,0.8522552406370695,,,,,0.8522679160180576,,,,,0.8522679160180539,,0.9003818103869725,,,0.852267916018054,,,,,,,0.8522679160180547,,,,,0.8522679160180441,0.8522679160180502
2pg_e,,,,,,,,,,,,,,0.41976327957205595,,,,,,,,,,0.4197632771534316,,,,,,0.4635559395144004,0.4197632771534322,,,,,,,,,,,,,,,
3pg_e,,,,,,,,,,,,,,0.4197632779322336,,,,,,,,,,0.41976327715343553,,,,,,0.46355593951427304,0.41976327715342965,,,,,,,,,,,,,,,
3hoxpac_e,0.9555744382190211,0.9555744382190339,0.9555744382190388,0.9555744382189979,,,,,,,,0.9555744382190272,0.9555744382190241,,0.9555744382190304,0.9555744382190275,,,,0.955574438219027,,,,,0.9557737224022069,,0.9555744382190258,,,0.02568509909105917,,,,0.955574438221518,,,,0.9555744382190183,,,,,,0.9555744382190215,,
galam_e,0.9735193577506553,0.9735193577506347,0.9722005070345575,0.9735193577502768,0.9735193577506418,0.9735193577506417,0.9735193577506384,0.9735193577506407,0.9735193577506425,,,0.9735193577506359,0.9735193577504953,0.973519357003778,0.9722005070345558,0.9735193577506395,,0.9735048792069537,,0.9735193577506384,,0.9735193577506475,0.9735193577506421,0.9735193577506456,0.9737309514046875,0.9735193577506421,0.9735193577506392,0.9735193577506455,,1.0228440391487077,0.9735193577506457,,0.973519357750638,0.9722005070345592,0.9735193577506368,0.9735193577506418,,0.9735193577506521,0.9735193577506408,0.9735193577506377,0.9735193577506285,,0.9738818565307528,0.973519357750639,0.9735193577506402,0.9735193577506416
raffin_e,,2.9631981112985453,,2.9631981112985493,,2.963198111298817,2.963198111298547,2.9631981112985515,,2.963198111298562,,2.9631981112937544,2.9631981112972863,0.9824784386659984,,2.963198111298544,2.963198111298538,,,2.9631981112985586,,,,,2.9638422602149173,2.9631981112985297,,,,0.02568509909105345,,,,,0.9824784386656858,,,,,,,,,2.963198111298531,,2.963198111298546
arab__D_e,,,0.8008093479078421,,,,,,,,,,,,0.8008093479078264,,,,,,,,,,,,0.806184017541644,0.8061840175416418,,0.02568509909105345,,,,0.8008093479078257,,,,,0.8061840175416477,,,,,,,
